,Date,Type,Turnstile,Success,Duration (s)
5540,24/02/2020 00:00:5573,entry,S,true,5.33
5541,24/02/2020 00:00:5574,entry,C,true,7.96
5542,24/02/2020 00:00:5575,exit,C,true,7.51
5543,24/02/2020 00:00:5576,entry,C,true,7.94
5544,24/02/2020 00:00:5577,entry,C,true,7.88
5545,24/02/2020 00:00:5578,entry,C,true,7.47
5546,24/02/2020 00:00:5579,entry,C,true,4.04
5547,24/02/2020 00:00:5580,entry,N,true,7.2
5548,24/02/2020 00:00:5581,entry,S,true,8.39
5549,24/02/2020 00:00:5582,entry,C,true,5.2
5550,24/02/2020 00:00:5583,entry,C,true,5
5551,24/02/2020 00:00:5584,entry,N,true,6.83
5552,24/02/2020 00:00:5585,entry,S,true,6.7
5553,24/02/2020 00:00:5586,entry,C,true,3.8
5554,24/02/2020 00:00:5587,entry,S,true,4.51
5555,24/02/2020 00:00:5588,entry,C,true,6.08
5556,24/02/2020 00:00:5589,exit,S,true,5.87
5557,24/02/2020 00:00:5590,entry,S,true,7.19
5558,24/02/2020 00:00:5591,entry,N,true,6.77
5559,24/02/2020 00:00:5592,exit,C,true,6.52
5560,24/02/2020 00:00:5593,entry,S,true,4.42
5561,24/02/2020 00:00:5594,exit,C,true,5.26
5562,24/02/2020 00:00:5595,entry,N,false,4.47
5563,24/02/2020 00:00:5596,entry,C,true,6.81
5564,24/02/2020 00:00:5597,exit,S,true,7.57
5565,24/02/2020 00:00:5598,entry,N,true,4.62
5566,24/02/2020 00:00:5599,entry,S,true,8.24
5567,24/02/2020 00:00:5600,exit,S,true,6.71
5568,24/02/2020 00:00:5601,exit,C,true,7.08
5569,24/02/2020 00:00:5602,entry,S,true,6.06
5570,24/02/2020 00:00:5603,entry,S,true,5.74
5571,24/02/2020 00:00:5604,entry,C,true,6.61
5572,24/02/2020 00:00:5605,entry,C,true,4.28
5573,24/02/2020 00:00:5606,entry,S,true,5.4
5574,24/02/2020 00:00:5607,entry,C,true,3.76
5575,24/02/2020 00:00:5608,entry,C,true,8.21
5576,24/02/2020 00:00:5609,exit,S,true,8.48
5577,24/02/2020 00:00:5610,entry,S,true,5.41
5578,24/02/2020 00:00:5611,entry,N,true,3.62
5579,24/02/2020 00:00:5612,entry,S,true,6.25
5580,24/02/2020 00:00:5613,entry,N,true,7.75
5581,24/02/2020 00:00:5614,entry,C,true,6.19
5582,24/02/2020 00:00:5615,entry,S,true,6.68
5583,24/02/2020 00:00:5616,entry,S,true,7.16
5584,24/02/2020 00:00:5617,entry,N,true,5.33
5585,24/02/2020 00:00:5618,entry,S,true,6.85
5586,24/02/2020 00:00:5619,entry,N,true,5.4
5587,24/02/2020 00:00:5620,entry,C,true,3.99
5588,24/02/2020 00:00:5621,entry,S,true,4.23
5589,24/02/2020 00:00:5622,entry,C,true,8.5
5590,24/02/2020 00:00:5623,entry,S,true,4.52
5591,24/02/2020 00:00:5624,entry,N,true,5.04
5592,24/02/2020 00:00:5625,exit,S,true,6.46
5593,24/02/2020 00:00:5626,entry,C,true,8.38
5594,24/02/2020 00:00:5627,entry,S,true,6.01
5595,24/02/2020 00:00:5628,exit,S,true,7.35
5596,24/02/2020 00:00:5629,entry,S,true,6.31
5597,24/02/2020 00:00:5630,entry,S,false,5.06
5598,24/02/2020 00:00:5631,entry,C,true,6.27
5599,24/02/2020 00:00:5632,entry,C,true,4.85
5600,24/02/2020 00:00:5633,entry,C,true,3.62
5601,24/02/2020 00:00:5634,entry,C,true,7.38
5602,24/02/2020 00:00:5635,entry,S,true,8.23
5603,24/02/2020 00:00:5636,entry,C,true,4.46
5604,24/02/2020 00:00:5637,entry,C,true,8.23
5605,24/02/2020 00:00:5638,entry,S,true,5.58
5606,24/02/2020 00:00:5639,exit,C,true,4.31
5607,24/02/2020 00:00:5640,entry,C,true,8.35
5608,24/02/2020 00:00:5641,exit,C,true,5.89
5609,24/02/2020 00:00:5642,entry,S,true,8.37
5610,24/02/2020 00:00:5643,entry,S,true,7.41
5611,24/02/2020 00:00:5644,entry,C,true,4.05
5612,24/02/2020 00:00:5645,exit,C,true,6.04
5613,24/02/2020 00:00:5646,entry,C,true,3.66
5614,24/02/2020 00:00:5647,exit,C,true,7.35
5615,24/02/2020 00:00:5648,entry,C,true,4.78
5616,24/02/2020 00:00:5649,entry,S,true,8.23
5617,24/02/2020 00:00:5650,entry,S,true,6.32
5618,24/02/2020 00:00:5651,entry,S,true,4
5619,24/02/2020 00:00:5652,entry,N,true,5.78
5620,24/02/2020 00:00:5653,entry,N,true,3.92
5621,24/02/2020 00:00:5654,entry,N,true,6.48
5622,24/02/2020 00:00:5655,exit,S,true,8.49
5623,24/02/2020 00:00:5656,exit,C,true,7.16
5624,24/02/2020 00:00:5657,entry,C,false,8.27
5625,24/02/2020 00:00:5658,entry,S,true,4.48
5626,24/02/2020 00:00:5659,entry,C,true,4.46
5627,24/02/2020 00:00:5660,entry,S,true,6.97
5628,24/02/2020 00:00:5661,entry,S,false,7.91
5629,24/02/2020 00:00:5662,entry,N,true,7.76
5630,24/02/2020 00:00:5663,entry,C,true,7.77
5631,24/02/2020 00:00:5664,entry,C,true,6.79
5632,24/02/2020 00:00:5665,exit,C,true,4.73
5633,24/02/2020 00:00:5666,entry,N,true,5.42
5634,24/02/2020 00:00:5667,entry,C,true,7
5635,24/02/2020 00:00:5668,entry,C,true,6.9
5636,24/02/2020 00:00:5669,entry,C,true,4.89
5637,24/02/2020 00:00:5670,entry,N,true,4.66
5638,24/02/2020 00:00:5671,entry,C,true,5.33
5639,24/02/2020 00:00:5672,entry,S,true,6.52
5640,24/02/2020 00:00:5673,entry,C,true,6.09
5641,24/02/2020 00:00:5674,exit,C,true,6.18
5642,24/02/2020 00:00:5675,entry,S,true,4.85
5643,24/02/2020 00:00:5676,entry,S,false,6.9
5644,24/02/2020 00:00:5677,exit,N,true,5.48
5645,24/02/2020 00:00:5678,exit,C,true,7.76
5646,24/02/2020 00:00:5679,entry,C,true,8.02
5647,24/02/2020 00:00:5680,entry,C,true,8.39
5648,24/02/2020 00:00:5681,entry,C,true,6.08
5649,24/02/2020 00:00:5682,entry,C,true,5.75
5650,24/02/2020 00:00:5683,entry,S,true,4.65
5651,24/02/2020 00:00:5684,entry,S,true,6.35
5652,24/02/2020 00:00:5685,exit,S,false,5.27
5653,24/02/2020 00:00:5686,entry,C,true,7.7
5654,24/02/2020 00:00:5687,entry,S,true,5.25
5655,24/02/2020 00:00:5688,exit,C,true,6.22
5656,24/02/2020 00:00:5689,exit,C,true,5.54
5657,24/02/2020 00:00:5690,entry,C,true,4.46
5658,24/02/2020 00:00:5691,exit,S,true,6.44
5659,24/02/2020 00:00:5692,exit,S,true,7.9
5660,24/02/2020 00:00:5693,exit,N,true,4.63
5661,24/02/2020 00:00:5694,entry,C,true,7.81
5662,24/02/2020 00:00:5695,entry,C,true,7.53
5663,24/02/2020 00:00:5696,exit,S,true,6.19
5664,24/02/2020 00:00:5697,entry,N,true,3.7
5665,24/02/2020 00:00:5698,entry,C,true,8.52
5666,24/02/2020 00:00:5699,entry,C,true,8.27
5667,24/02/2020 00:00:5700,entry,S,true,4.82
5668,24/02/2020 00:00:5701,entry,C,true,4.96
5669,24/02/2020 00:00:5702,entry,N,true,5.52
5670,24/02/2020 00:00:5703,entry,C,true,7.85
5671,24/02/2020 00:00:5704,entry,C,true,5.46
5672,24/02/2020 00:00:5705,entry,C,true,8.38
5673,24/02/2020 00:00:5706,exit,C,true,5.51
5674,24/02/2020 00:00:5707,entry,C,true,4.98
5675,24/02/2020 00:00:5708,entry,C,true,4.99
5676,24/02/2020 00:00:5709,entry,N,true,8.55
5677,24/02/2020 00:00:5710,exit,S,true,3.67
5678,24/02/2020 00:00:5711,entry,C,true,4.24
5679,24/02/2020 00:00:5712,entry,N,true,5.23
5680,24/02/2020 00:00:5713,exit,S,true,7.13
5681,24/02/2020 00:00:5714,exit,C,true,4.83
5682,24/02/2020 00:00:5715,exit,C,true,4.34
5683,24/02/2020 00:00:5716,entry,C,true,7.42
5684,24/02/2020 00:00:5717,exit,N,true,8.05
5685,24/02/2020 00:00:5718,entry,S,true,7.65
5686,24/02/2020 00:00:5719,exit,C,true,7.42
5687,24/02/2020 00:00:5720,exit,C,true,6.8
5688,24/02/2020 00:00:5721,exit,C,true,6.08
5689,24/02/2020 00:00:5722,exit,C,true,8.26
5690,24/02/2020 00:00:5723,exit,C,true,3.69
5691,24/02/2020 00:00:5724,exit,C,true,7.79
5692,24/02/2020 00:00:5725,entry,N,true,3.98
5693,24/02/2020 00:00:5726,exit,S,true,4.37
5694,24/02/2020 00:00:5727,exit,C,true,6.58
5695,24/02/2020 00:00:5728,exit,S,true,5.87
5696,24/02/2020 00:00:5729,exit,C,true,5
5697,24/02/2020 00:00:5730,entry,C,true,7.18
5698,24/02/2020 00:00:5731,entry,C,true,7.35
5699,24/02/2020 00:00:5732,entry,N,true,5.85
5700,24/02/2020 00:00:5733,entry,S,true,6.76
5701,24/02/2020 00:00:5734,entry,S,true,8.16
5702,24/02/2020 00:00:5735,exit,C,false,6.03
5703,24/02/2020 00:00:5736,entry,S,true,4.98
5704,24/02/2020 00:00:5737,exit,C,true,5.58
5705,24/02/2020 00:00:5738,exit,C,true,8.29
5706,24/02/2020 00:00:5739,exit,S,true,5.3
5707,24/02/2020 00:00:5740,exit,C,true,6.51
5708,24/02/2020 00:00:5741,exit,S,true,3.91
5709,24/02/2020 00:00:5742,entry,N,true,8.4
5710,24/02/2020 00:00:5743,exit,S,true,6.79
5711,24/02/2020 00:00:5744,entry,C,true,4.58
5712,24/02/2020 00:00:5745,entry,C,true,4.96
5713,24/02/2020 00:00:5746,entry,S,true,7.65
5714,24/02/2020 00:00:5747,exit,C,true,8.32
5715,24/02/2020 00:00:5748,exit,C,false,3.58
5716,24/02/2020 00:00:5749,entry,S,true,5.9
5717,24/02/2020 00:00:5750,entry,S,true,4.17
5718,24/02/2020 00:00:5751,exit,C,true,4.53
5719,24/02/2020 00:00:5752,entry,C,true,8.13
5720,24/02/2020 00:00:5753,entry,N,true,5.57
5721,24/02/2020 00:00:5754,exit,N,false,4.4
5722,24/02/2020 00:00:5755,exit,C,true,5.22
5723,24/02/2020 00:00:5756,exit,N,true,8.38
5724,24/02/2020 00:00:5757,exit,C,true,3.71
5725,24/02/2020 00:00:5758,entry,S,true,7.54
5726,24/02/2020 00:00:5759,entry,N,true,5.54
5727,24/02/2020 00:00:5760,exit,C,true,7.36
5728,24/02/2020 00:00:5761,exit,S,true,5.4
5729,24/02/2020 00:00:5762,entry,N,true,5.02
5730,24/02/2020 00:00:5763,entry,N,true,7.05
5731,24/02/2020 00:00:5764,exit,S,true,4.85
5732,24/02/2020 00:00:5765,entry,C,true,8.27
5733,24/02/2020 00:00:5766,entry,C,true,7.01
5734,24/02/2020 00:00:5767,entry,C,true,5.02
5735,24/02/2020 00:00:5768,exit,C,true,5.93
5736,24/02/2020 00:00:5769,entry,S,true,5.76
5737,24/02/2020 00:00:5770,exit,S,true,6.6
5738,24/02/2020 00:00:5771,exit,C,true,6.87
5739,24/02/2020 00:00:5772,entry,C,true,6.3
5740,24/02/2020 00:00:5773,entry,C,true,4.67
5741,24/02/2020 00:00:5774,entry,C,true,4.91
5742,24/02/2020 00:00:5775,exit,S,true,8.13
5743,24/02/2020 00:00:5776,exit,S,true,4.11
5744,24/02/2020 00:00:5777,exit,N,true,5.94
5745,24/02/2020 00:00:5778,exit,C,true,7.1
5746,24/02/2020 00:00:5779,exit,S,true,6.14
5747,24/02/2020 00:00:5780,entry,S,true,8.12
5748,24/02/2020 00:00:5781,entry,S,true,6.05
5749,24/02/2020 00:00:5782,exit,S,true,8.15
5750,24/02/2020 00:00:5783,entry,S,true,4.29
5751,24/02/2020 00:00:5784,entry,N,true,3.72
5752,24/02/2020 00:00:5785,exit,S,true,4.05
5753,24/02/2020 00:00:5786,entry,S,true,8.54
5754,24/02/2020 00:00:5787,entry,C,false,6.5
5755,24/02/2020 00:00:5788,exit,S,true,6.48
5756,24/02/2020 00:00:5789,entry,N,true,6.69
5757,24/02/2020 00:00:5790,exit,C,true,3.92
5758,24/02/2020 00:00:5791,entry,C,true,8.4
5759,24/02/2020 00:00:5792,exit,S,true,5.24
5760,24/02/2020 00:00:5793,exit,S,false,8.31
5761,24/02/2020 00:00:5794,exit,C,true,8.18
5762,24/02/2020 00:00:5795,entry,S,true,6.78
5763,24/02/2020 00:00:5796,exit,C,true,5.7
5764,24/02/2020 00:00:5797,entry,C,true,7.33
5765,24/02/2020 00:00:5798,exit,C,true,7.38
5766,24/02/2020 00:00:5799,entry,S,true,5.12
5767,24/02/2020 00:00:5800,entry,C,true,4.81
5768,24/02/2020 00:00:5801,entry,S,true,8.51
5769,24/02/2020 00:00:5802,exit,S,true,7.41
5770,24/02/2020 00:00:5803,exit,S,true,4.21
5771,24/02/2020 00:00:5804,exit,S,true,6.13
5772,24/02/2020 00:00:5805,entry,S,true,5.83
5773,24/02/2020 00:00:5806,exit,C,true,6.12
5774,24/02/2020 00:00:5807,exit,S,true,4.47
5775,24/02/2020 00:00:5808,exit,N,true,4.6
5776,24/02/2020 00:00:5809,entry,C,true,3.58
5777,24/02/2020 00:00:5810,entry,C,true,8.42
5778,24/02/2020 00:00:5811,exit,S,false,8.35
5779,24/02/2020 00:00:5812,exit,C,true,8.19
5780,24/02/2020 00:00:5813,exit,C,true,3.84
5781,24/02/2020 00:00:5814,exit,C,true,5.57
5782,24/02/2020 00:00:5815,exit,N,true,7.08
5783,24/02/2020 00:00:5816,entry,C,true,5.67
5784,24/02/2020 00:00:5817,entry,S,true,6.93
5785,24/02/2020 00:00:5818,entry,C,true,4.35
5786,24/02/2020 00:00:5819,exit,S,true,5.42
5787,24/02/2020 00:00:5820,entry,S,true,8.26
5788,24/02/2020 00:00:5821,exit,C,true,5.93
5789,24/02/2020 00:00:5822,entry,C,true,4.49
5790,24/02/2020 00:00:5823,exit,S,true,4.95
5791,24/02/2020 00:00:5824,entry,C,true,8.06
5792,24/02/2020 00:00:5825,exit,C,true,5.46
5793,24/02/2020 00:00:5826,entry,N,true,3.69
5794,24/02/2020 00:00:5827,exit,C,true,7.35
5795,24/02/2020 00:00:5828,entry,S,false,6.16
5796,24/02/2020 00:00:5829,entry,C,true,8.24
5797,24/02/2020 00:00:5830,entry,C,true,4.45
5798,24/02/2020 00:00:5831,entry,C,true,7.26
5799,24/02/2020 00:00:5832,exit,S,true,7.4
5800,24/02/2020 00:00:5833,entry,C,true,3.71
5801,24/02/2020 00:00:5834,entry,N,true,4.09
5802,24/02/2020 00:00:5835,exit,N,true,5.85
5803,24/02/2020 00:00:5836,entry,C,true,5.06
5804,24/02/2020 00:00:5837,exit,C,true,4.89
5805,24/02/2020 00:00:5838,entry,S,true,4.16
5806,24/02/2020 00:00:5839,entry,S,true,8.31
5807,24/02/2020 00:00:5840,exit,C,true,5.65
5808,24/02/2020 00:00:5841,exit,C,true,3.82
5809,24/02/2020 00:00:5842,entry,N,true,4.23
5810,24/02/2020 00:00:5843,entry,C,true,6.07
5811,24/02/2020 00:00:5844,exit,S,true,4.34
5812,24/02/2020 00:00:5845,exit,C,true,4.58
5813,24/02/2020 00:00:5846,exit,S,true,7.28
5814,24/02/2020 00:00:5847,entry,C,true,4.44
5815,24/02/2020 00:00:5848,exit,S,true,7.63
5816,24/02/2020 00:00:5849,exit,S,true,4.17
5817,24/02/2020 00:00:5850,entry,N,true,4.99
5818,24/02/2020 00:00:5851,exit,C,true,4.56
5819,24/02/2020 00:00:5852,entry,S,true,5.99
5820,24/02/2020 00:00:5853,entry,C,true,7.23
5821,24/02/2020 00:00:5854,entry,S,true,7.86
5822,24/02/2020 00:00:5855,exit,S,true,7.73
5823,24/02/2020 00:00:5856,entry,C,true,6.48
5824,24/02/2020 00:00:5857,exit,C,true,5.3
5825,24/02/2020 00:00:5858,entry,C,true,5.14
5826,24/02/2020 00:00:5859,entry,C,true,4.94
5827,24/02/2020 00:00:5860,exit,C,true,3.76
5828,24/02/2020 00:00:5861,exit,N,true,5.51
5829,24/02/2020 00:00:5862,exit,C,true,3.78
5830,24/02/2020 00:00:5863,exit,C,true,6.73
5831,24/02/2020 00:00:5864,entry,S,true,6.25
5832,24/02/2020 00:00:5865,entry,C,true,7.89
5833,24/02/2020 00:00:5866,entry,C,true,7.4
5834,24/02/2020 00:00:5867,entry,C,true,5.5
5835,24/02/2020 00:00:5868,entry,C,true,3.94
5836,24/02/2020 00:00:5869,entry,S,true,3.6
5837,24/02/2020 00:00:5870,entry,C,true,5.4
5838,24/02/2020 00:00:5871,exit,C,true,3.55
5839,24/02/2020 00:00:5872,exit,C,true,7.17
5840,24/02/2020 00:00:5873,exit,C,true,5.23
5841,24/02/2020 00:00:5874,exit,C,true,5
5842,24/02/2020 00:00:5875,entry,S,true,6.39
5843,24/02/2020 00:00:5876,exit,S,true,4.54
5844,24/02/2020 00:00:5877,exit,C,true,4.33
5845,24/02/2020 00:00:5878,entry,S,true,8.22
5846,24/02/2020 00:00:5879,entry,N,true,4.85
5847,24/02/2020 00:00:5880,exit,S,true,7.96
5848,24/02/2020 00:00:5881,entry,N,true,6.88
5849,24/02/2020 00:00:5882,exit,C,true,3.97
5850,24/02/2020 00:00:5883,exit,N,true,4.96
5851,24/02/2020 00:00:5884,entry,C,true,8
5852,24/02/2020 00:00:5885,exit,C,true,7.43
5853,24/02/2020 00:00:5886,entry,N,true,5.24
5854,24/02/2020 00:00:5887,entry,C,true,4.53
5855,24/02/2020 00:00:5888,entry,N,true,7.9
5856,24/02/2020 00:00:5889,entry,N,true,8.28
5857,24/02/2020 00:00:5890,exit,C,true,4.82
5858,24/02/2020 00:00:5891,exit,S,true,8.11
5859,24/02/2020 00:00:5892,exit,S,true,4.6
5860,24/02/2020 00:00:5893,entry,C,true,7.15
5861,24/02/2020 00:00:5894,exit,C,true,4.02
5862,24/02/2020 00:00:5895,exit,C,true,4.39
5863,24/02/2020 00:00:5896,entry,S,true,3.93
5864,24/02/2020 00:00:5897,entry,N,true,4.45
5865,24/02/2020 00:00:5898,exit,C,true,5.77
5866,24/02/2020 00:00:5899,exit,N,true,3.86
5867,24/02/2020 00:00:5900,entry,C,true,6.93
5868,24/02/2020 00:00:5901,entry,S,true,8.01
5869,24/02/2020 00:00:5902,entry,C,true,3.65
5870,24/02/2020 00:00:5903,exit,S,true,8.05
5871,24/02/2020 00:00:5904,exit,S,true,7.52
5872,24/02/2020 00:00:5905,exit,S,false,5.1
5873,24/02/2020 00:00:5906,exit,C,true,4.68
5874,24/02/2020 00:00:5907,exit,S,true,7.62
5875,24/02/2020 00:00:5908,entry,C,true,7.93
5876,24/02/2020 00:00:5909,exit,N,true,7.55
5877,24/02/2020 00:00:5910,exit,C,true,5.33
5878,24/02/2020 00:00:5911,entry,C,true,3.9
5879,24/02/2020 00:00:5912,exit,N,false,3.88
5880,24/02/2020 00:00:5913,entry,C,true,7.95
5881,24/02/2020 00:00:5914,exit,N,true,7.45
5882,24/02/2020 00:00:5915,entry,C,true,8.42
5883,24/02/2020 00:00:5916,exit,C,true,7.09
5884,24/02/2020 00:00:5917,exit,S,true,5.87
5885,24/02/2020 00:00:5918,exit,N,true,6.91
5886,24/02/2020 00:00:5919,exit,S,true,4.05
5887,24/02/2020 00:00:5920,entry,S,true,6.64
5888,24/02/2020 00:00:5921,exit,N,true,3.67
5889,24/02/2020 00:00:5922,entry,C,true,8.44
5890,24/02/2020 00:00:5923,entry,S,true,5.39
5891,24/02/2020 00:00:5924,entry,C,true,6.51
5892,24/02/2020 00:00:5925,entry,S,true,3.98
5893,24/02/2020 00:00:5926,exit,N,true,4.71
5894,24/02/2020 00:00:5927,entry,S,true,3.57
5895,24/02/2020 00:00:5928,exit,S,true,6.88
5896,24/02/2020 00:00:5929,entry,C,false,5.92
5897,24/02/2020 00:00:5930,exit,N,true,3.62
5898,24/02/2020 00:00:5931,entry,C,true,6.96
5899,24/02/2020 00:00:5932,exit,N,true,4.12
5900,24/02/2020 00:00:5933,exit,C,true,7.59
5901,24/02/2020 00:00:5934,entry,N,true,5.8
5902,24/02/2020 00:00:5935,exit,C,true,4.99
5903,24/02/2020 00:00:5936,entry,S,true,7.08
5904,24/02/2020 00:00:5937,exit,N,true,3.87
5905,24/02/2020 00:00:5938,entry,C,true,6.55
5906,24/02/2020 00:00:5939,exit,S,true,8.29
5907,24/02/2020 00:00:5940,entry,S,true,3.86
5908,24/02/2020 00:00:5941,entry,C,true,3.83
5909,24/02/2020 00:00:5942,entry,C,true,4.5
5910,24/02/2020 00:00:5943,entry,C,true,4.57
5911,24/02/2020 00:00:5944,entry,S,true,6.43
5912,24/02/2020 00:00:5945,exit,S,true,7.9
5913,24/02/2020 00:00:5946,entry,S,true,4.03
5914,24/02/2020 00:00:5947,exit,N,true,7.49
5915,24/02/2020 00:00:5948,entry,S,true,4.98
5916,24/02/2020 00:00:5949,entry,C,true,5.4
5917,24/02/2020 00:00:5950,exit,S,true,5.98
5918,24/02/2020 00:00:5951,exit,S,true,3.88
5919,24/02/2020 00:00:5952,entry,C,true,8.47
5920,24/02/2020 00:00:5953,exit,C,true,6.7
5921,24/02/2020 00:00:5954,exit,S,true,8.55
5922,24/02/2020 00:00:5955,entry,S,true,5.66
5923,24/02/2020 00:00:5956,exit,C,true,5.47
5924,24/02/2020 00:00:5957,entry,C,true,6.05
5925,24/02/2020 00:00:5958,exit,C,true,6.55
5926,24/02/2020 00:00:5959,exit,S,true,4.44
5927,24/02/2020 00:00:5960,entry,S,true,3.8
5928,24/02/2020 00:00:5961,entry,S,true,4.96
5929,24/02/2020 00:00:5962,exit,S,true,4.35
5930,24/02/2020 00:00:5963,exit,S,true,7.05
5931,24/02/2020 00:00:5964,entry,N,true,8.23
5932,24/02/2020 00:00:5965,entry,N,true,6.08
5933,24/02/2020 00:00:5966,entry,C,true,7.66
5934,24/02/2020 00:00:5967,exit,C,true,6.01
5935,24/02/2020 00:00:5968,exit,S,true,5.75
5936,24/02/2020 00:00:5969,exit,N,true,5.26
5937,24/02/2020 00:00:5970,exit,S,true,5.38
5938,24/02/2020 00:00:5971,exit,C,true,3.85
5939,24/02/2020 00:00:5972,exit,C,true,7.22
5940,24/02/2020 00:00:5973,exit,C,true,4.14
5941,24/02/2020 00:00:5974,exit,C,true,6.23
5942,24/02/2020 00:00:5975,exit,S,false,6.92
5943,24/02/2020 00:00:5976,exit,C,true,6
5944,24/02/2020 00:00:5977,exit,S,true,4.64
5945,24/02/2020 00:00:5978,entry,S,true,6.81
5946,24/02/2020 00:00:5979,entry,C,true,5.55
5947,24/02/2020 00:00:5980,exit,S,true,5.35
5948,24/02/2020 00:00:5981,exit,C,true,7.74
5949,24/02/2020 00:00:5982,entry,S,true,7.11
5950,24/02/2020 00:00:5983,entry,S,true,6.26
5951,24/02/2020 00:00:5984,entry,S,true,3.93
5952,24/02/2020 00:00:5985,entry,C,true,5.85
5953,24/02/2020 00:00:5986,entry,N,true,7.59
5954,24/02/2020 00:00:5987,exit,C,true,6.14
5955,24/02/2020 00:00:5988,exit,C,true,6.84
5956,24/02/2020 00:00:5989,entry,S,true,3.54
5957,24/02/2020 00:00:5990,exit,C,true,4.36
5958,24/02/2020 00:00:5991,entry,C,true,7.67
5959,24/02/2020 00:00:5992,exit,C,true,6.75
5960,24/02/2020 00:00:5993,exit,S,true,4.99
5961,24/02/2020 00:00:5994,exit,S,true,7.93
5962,24/02/2020 00:00:5995,exit,C,true,8.17
5963,24/02/2020 00:00:5996,exit,S,true,7.95
5964,24/02/2020 00:00:5997,exit,S,true,7.07
5965,24/02/2020 00:00:5998,exit,S,true,3.93
5966,24/02/2020 00:00:5999,entry,S,true,5.23
5967,24/02/2020 00:00:6000,entry,C,true,7.12
5968,24/02/2020 00:00:6001,exit,C,true,5.46
5969,24/02/2020 00:00:6002,exit,N,false,7.13
5970,24/02/2020 00:00:6003,exit,S,true,6.69
5971,24/02/2020 00:00:6004,exit,C,true,4.33
5972,24/02/2020 00:00:6005,entry,C,true,6.92
5973,24/02/2020 00:00:6006,exit,C,true,5.23
5974,24/02/2020 00:00:6007,exit,S,true,7.34
5975,24/02/2020 00:00:6008,exit,C,true,4
5976,24/02/2020 00:00:6009,exit,S,false,6.06
5977,24/02/2020 00:00:6010,exit,C,true,5.82
5978,24/02/2020 00:00:6011,entry,S,true,7.42
5979,24/02/2020 00:00:6012,exit,S,true,5.08
5980,24/02/2020 00:00:6013,exit,N,true,3.61
5981,24/02/2020 00:00:6014,exit,N,true,3.65
5982,24/02/2020 00:00:6015,exit,C,true,3.64
5983,24/02/2020 00:00:6016,entry,N,true,6.84
5984,24/02/2020 00:00:6017,entry,C,true,7.49
5985,24/02/2020 00:00:6018,exit,S,true,5.11
5986,24/02/2020 00:00:6019,exit,S,true,7.4
5987,24/02/2020 00:00:6020,exit,C,true,5.93
5988,24/02/2020 00:00:6021,exit,S,true,5.83
5989,24/02/2020 00:00:6022,exit,N,true,5.97
5990,24/02/2020 00:00:6023,exit,C,true,6.21
5991,24/02/2020 00:00:6024,entry,C,true,7.42
5992,24/02/2020 00:00:6025,exit,N,true,5.13
5993,24/02/2020 00:00:6026,exit,N,true,4.59
5994,24/02/2020 00:00:6027,exit,N,true,4.55
5995,24/02/2020 00:00:6028,entry,S,true,8.06
5996,24/02/2020 00:00:6029,entry,C,true,4.98
5997,24/02/2020 00:00:6030,entry,S,true,3.92
5998,24/02/2020 00:00:6031,exit,C,true,7.26
5999,24/02/2020 00:00:6032,exit,S,true,3.94
6000,24/02/2020 00:00:6033,exit,C,true,8.39
6001,24/02/2020 00:00:6034,exit,C,true,4.6
6002,24/02/2020 00:00:6035,exit,S,true,6.4
6003,24/02/2020 00:00:6036,exit,C,true,4.82
6004,24/02/2020 00:00:6037,exit,S,true,5.57
6005,24/02/2020 00:00:6038,exit,S,true,5.73
6006,24/02/2020 00:00:6039,exit,C,true,7.7
6007,24/02/2020 00:00:6040,exit,S,true,7.55
6008,24/02/2020 00:00:6041,exit,C,true,6.27
6009,24/02/2020 00:00:6042,exit,C,true,3.85
6010,24/02/2020 00:00:6043,exit,S,true,7.66
6011,24/02/2020 00:00:6044,entry,N,true,5.86
6012,24/02/2020 00:00:6045,exit,C,true,5.59
6013,24/02/2020 00:00:6046,exit,N,true,7.57
6014,24/02/2020 00:00:6047,exit,N,true,6.61
6015,24/02/2020 00:00:6048,entry,C,true,4.1
6016,24/02/2020 00:00:6049,exit,S,true,6.35
6017,24/02/2020 00:00:6050,exit,C,true,3.89
6018,24/02/2020 00:00:6051,exit,C,true,5.47
6019,24/02/2020 00:00:6052,exit,N,true,4.25
6020,24/02/2020 00:00:6053,entry,C,true,6.39
6021,24/02/2020 00:00:6054,entry,C,true,4.82
6022,24/02/2020 00:00:6055,entry,N,true,3.61
6023,24/02/2020 00:00:6056,exit,C,true,3.52
6024,24/02/2020 00:00:6057,exit,C,true,8.42
6025,24/02/2020 00:00:6058,entry,N,true,7.61
6026,24/02/2020 00:00:6059,exit,N,true,4.51
6027,24/02/2020 00:00:6060,exit,C,true,6.19
6028,24/02/2020 00:00:6061,exit,C,true,3.95
6029,24/02/2020 00:00:6062,exit,C,true,4.52
6030,24/02/2020 00:00:6063,exit,C,false,3.9
6031,24/02/2020 00:00:6064,exit,S,true,4.14
6032,24/02/2020 00:00:6065,exit,C,true,7.56
6033,24/02/2020 00:00:6066,exit,C,true,7.25
6034,24/02/2020 00:00:6067,entry,C,true,8.3
6035,24/02/2020 00:00:6068,exit,C,true,4.8
6036,24/02/2020 00:00:6069,exit,S,false,4.35
6037,24/02/2020 00:00:6070,exit,C,true,6.5
6038,24/02/2020 00:00:6071,exit,N,true,8.53
